"","x1","y1","x2","y2","SDI1","SDI2","SDI3","SDI4","SDI5","SDI6","SDI7","SDI8","ID"
"292",820,100,840,120,431.467449191072,438.873325372019,505.465778985545,479.653086473173,488.884777213275,522.990043662649,557.907685703152,551.144253737674,292
"293",840,100,860,120,553.291328492324,350.498503324676,520.080690982059,534.192728706455,580.383354430955,547.284704149043,610.829873694918,608.316807682367,293
"294",860,100,880,120,479.933896261964,392.992310137853,568.926489561205,587.172923481893,560.688043303705,506.844554965156,504.871689650056,457.15591477241,294
"295",880,100,900,120,402.516648336878,421.030374461608,441.10669862468,464.265661925254,380.383415633277,330.795769359986,362.201435126991,394.85192630854,295
"296",900,100,920,120,450.304341753302,459.567616047258,442.484370701087,452.752331499434,403.10733875187,410.366265284072,411.693452829394,392.123202087177,296
"297",920,100,940,120,744.971652759641,886.790182851914,765.165140839992,830.890779198155,593.68654185392,639.113900844224,640.891591338441,626.657945414322,297
"298",940,100,960,120,461.931803964928,422.057921458471,459.288372293359,440.130952793202,330.764343196313,430.764099210626,442.141421678598,466.558621812933,298
"299",960,100,980,120,442.876174911708,335.400576109742,445.412220513409,482.051025600152,506.768583600801,600.380762857877,579.738426904713,537.969656891843,299
"300",980,100,1000,120,459.001515303456,474.004404880951,507.559505988752,517.895918885753,320.787139150995,368.117379251821,371.459232162194,377.999752252811,300
"301",0,120,20,140,376.307183950172,386.03922510398,390.548643960056,417.541669988998,401.685534948145,405.473240282432,364.570575436543,358.781216491598,301
"302",20,120,40,140,688.689452586417,672.796529786737,668.91597291955,578.142834703879,607.122893785879,567.650270175256,534.32710888675,486.730095688637,302
"303",40,120,60,140,772.524907140303,903.425741500961,1124.83539499083,940.88370326672,882.639833337273,1070.46909357876,1121.59082597944,1158.60078102011,303
"304",60,120,80,140,416.794919436528,463.960372894581,526.795970197462,530.661676047534,534.527809878549,515.564884547043,513.181025249615,530.162334811997,304
"305",80,120,100,140,580.006200955262,587.711768508139,681.176445372187,635.266240158901,678.530226596866,657.095275647872,647.843563177307,648.238386217652,305
"306",100,120,120,140,591.688312348109,555.68507634228,610.371890383901,632.03637667735,588.068848344275,627.931586980584,613.328608435768,653.984051159986,306
"307",120,120,140,140,382.903016785401,381.026975373472,313.847929706799,318.974648400138,335.156002104802,366.254841549948,332.646805941102,365.820559857617,307
"308",140,120,160,140,634.534434787844,605.642232949459,643.266280060124,669.912166308128,647.208802633573,463.563965270151,431.984987620732,439.267726571489,308
"309",160,120,180,140,858.274608194277,878.818708847002,798.677314112375,740.271892270967,772.370139983573,742.993305859978,572.509433772986,541.676707022439,309
"310",180,120,200,140,389.938084695625,378.316471825531,349.736719675825,356.884325489532,314.287888264275,281.040184449914,301.986599868313,331.18210536662,310
"311",200,120,220,140,697.599118562429,532.606942527322,519.724208615536,548.654068386566,591.248181450155,570.199072532672,593.218750418627,584.992076544253,311
"312",220,120,240,140,686.627720775464,681.271240366786,670.088875802778,700.448504630738,728.095725696259,816.181667344533,768.294080372421,759.332902177067,312
"313",240,120,260,140,493.673102646842,527.938317869543,486.584239331197,455.90797602515,513.434945360874,501.749155931213,361.386433273765,316.13875574195,313
"314",260,120,280,140,425.42132672865,449.093309424012,502.296052008606,482.910065429615,467.0738794565,447.128425392447,405.033664058614,412.775483614999,314
"315",280,120,300,140,872.572578250461,744.405290163819,572.832458225055,641.896392724014,677.514444675981,676.084616900343,659.613940328281,667.1301629002,315
"316",300,120,320,140,504.311484465002,505.111182962192,462.50467834393,541.83726723624,490.006316177155,347.198525148765,309.219867257923,335.125364924427,316
"317",320,120,340,140,566.368136201641,569.275062626334,522.591300124079,590.096052159524,602.135422112542,563.629942996451,523.791141821778,469.089917529807,317
"318",340,120,360,140,552.119897062607,556.235723456145,530.427567196411,508.943770441661,480.235387553819,390.514975450298,315.212071040336,377.885107409963,318
"319",360,120,380,140,336.351521172319,357.780727486881,361.853038673269,359.26350389374,345.857038711086,377.020705495887,396.430779337677,412.075740065397,319
"320",380,120,400,140,415.776500291551,414.609599304364,447.001266311327,443.767902069324,462.457531830162,488.397951991612,495.310412520155,553.493983089843,320
"321",400,120,420,140,858.598901861988,641.831539287902,669.315411799851,567.858174270427,530.948703570642,492.652544447346,364.010685619112,360.387361434858,321
"322",420,120,440,140,497.811271632327,519.507734206742,557.061052760851,578.882261437254,602.917713026317,560.902688426825,615.38252183954,629.627120516806,322
"323",440,120,460,140,828.187391659227,795.932020345134,827.819052506178,813.696941142078,853.473731654957,867.505194575714,864.343815393584,866.241125383488,323
"324",460,120,480,140,671.211810460139,692.489154765547,791.17511069572,849.923999810806,798.392928144831,816.91980665535,829.555151744027,782.405054511206,324
"325",480,120,500,140,650.949441552321,700.368362978966,476.689594196079,499.529994487423,518.005171715615,537.364990628408,507.059319218848,525.354458883001,325
"326",500,120,520,140,844.838806038629,707.199795534253,819.816076370573,821.952205859142,717.889596911981,758.328184605585,492.691277379846,541.415555285672,326
"327",520,120,540,140,504.627748704449,400.646056589919,417.243715558609,465.173161916365,504.829067895242,532.872956316063,522.174240516584,485.505677605124,327
"328",540,120,560,140,676.688557087731,542.207609521512,649.558290656071,656.476982169742,663.313880079078,627.707599782128,643.816808322835,677.151277471533,328
"329",560,120,580,140,396.191659834679,369.411528996844,401.52095091676,413.33075230895,373.167116152603,333.491228888816,284.551803238326,308.413491283413,329
"330",580,120,600,140,1062.34474402799,905.025758268745,985.191043388762,1027.13947006627,1059.50393722634,1005.77784052961,1037.8817017893,875.26074518605,330
"331",600,120,620,140,646.762487823127,442.106267371107,642.510369211058,662.189331589191,667.946549084706,693.070721200196,668.029307281116,644.5976310936,331
"332",620,120,640,140,595.559531854526,710.757097415071,789.456179156446,749.838431165279,768.539354116003,769.69779677068,713.587875167128,671.981826205964,332
"333",640,120,660,140,976.593295691927,458.190693322129,519.758474469987,559.710212329122,576.531730963989,560.827235355921,596.446033848608,654.103774991249,333
"334",660,120,680,140,691.083579546795,561.286886586524,646.049949224831,680.172057133361,685.142353211216,648.218956945965,684.618682288997,741.998965778574,334
"335",680,120,700,140,1117.30593921874,1172.69447241802,878.818288259516,896.725646019677,926.649026618699,846.716508605509,908.615516743264,640.447805723963,335
"336",700,120,720,140,498.646189597832,528.947967430949,456.874832544077,434.662494851962,431.08087495995,543.99039406338,653.8089731451,717.183730731217,336
"337",720,120,740,140,791.840189089581,636.883278851939,693.626155998041,511.84817164035,531.943487566861,521.695021701201,513.408124122026,470.146128482101,337
"338",740,120,760,140,507.712941495234,518.157511044738,530.461459963401,535.347404034697,554.746949489992,537.979324354422,552.160102437266,540.082630343902,338
"339",760,120,780,140,1178.69144779483,1176.95007338302,1388.58833031571,1114.98052760976,1095.99436210302,1082.30521154037,1127.41471290939,1103.10097268608,339
"340",780,120,800,140,840.08629038121,856.524868127481,859.941534122682,902.701456543016,893.98997069101,860.788600331313,874.998321896496,716.454521593824,340
"341",800,120,820,140,394.092396686364,564.961555839626,542.69888518074,482.788715694296,426.007787434996,442.665207958691,338.44368182236,411.575241845133,341
"342",820,120,840,140,542.743366905441,767.798529741402,901.318678822341,894.305131148736,874.49989536944,897.150423799674,919.617214625266,998.17624804754,342
"343",840,120,860,140,723.211258845492,697.573312932804,709.617188266462,727.788093585822,752.455482433537,772.582734802906,784.024979699651,823.02655069633,343
"344",860,120,880,140,1317.03389193642,435.164320508802,493.961215448142,522.520976914872,515.24622021541,509.137305677369,548.481842969844,614.731347410469,344
"345",880,120,900,140,369.350904700652,386.758191502393,449.124496420236,458.512175794686,451.867703331322,433.894715804858,470.166634888306,416.446199278451,345
"346",900,120,920,140,1352.1254851254,661.9935414759,430.317984141861,523.757690633559,529.857577808551,601.14877675786,1065.57910636048,1062.09955741608,346
"347",920,120,940,140,409.691758371739,443.672721728306,502.018224729618,511.647539274824,459.700367581284,508.86075723543,523.935539284209,454.428518010775,347
"348",940,120,960,140,553.846133416109,421.663068177826,493.734180132387,486.08149160764,459.53193683884,546.112001681698,580.103484242991,587.541111429136,348
"349",960,120,980,140,374.562702594868,387.305527363708,410.463501380533,413.893911885423,355.244183644204,400.928549578519,393.343778214979,381.420898993903,349
"350",980,120,1000,140,916.728324462473,887.828757303421,945.178881820729,910.594164942989,1090.01787448845,1027.9766419708,950.127309508983,988.729866510958,350
"351",0,140,20,160,529.834570397453,479.894629299708,497.719175283992,491.981304013619,507.743909758691,490.028372860039,504.396309157383,488.733246778136,351
"352",20,140,40,160,630.851454075394,543.874951005383,639.25015899647,544.089675948207,506.72353748824,510.921566629352,433.890215454723,429.94155910028,352
"353",40,140,60,160,608.887119473658,586.284320953095,608.612112615072,605.119364901634,617.051129424761,620.534116690904,621.223810870412,621.705006129646,353
"354",60,140,80,160,867.089876452721,694.255898680554,766.506714107449,757.483182187092,724.691454192458,725.056447807421,696.498112570777,703.10446643809,354
"355",80,140,100,160,458.64150501267,425.563427177372,387.329711194936,435.53979385575,454.525165234723,428.891889357531,376.957183283346,372.167198590209,355
"356",100,140,120,160,618.475095032284,636.00809621862,609.525687131749,579.339008229334,562.346365687365,599.906317488531,608.302380942139,674.072963284652,356
"357",120,140,140,160,509.844794597418,516.372348485492,545.014177167309,509.736517564478,516.455680159668,486.095790279689,461.325253099301,507.83487536745,357
"358",140,140,160,160,878.738244156572,819.338876262448,773.689576323782,752.10390223993,684.112448595089,544.477640523542,654.455356373599,494.254397585558,358
"359",160,140,180,160,370.385132446921,380.375674038231,412.47905618727,449.52388249905,524.773304533655,564.01994178554,565.798591713146,650.976449747276,359
"360",180,140,200,160,624.000038019258,655.930817998303,713.31131375342,697.762756354787,738.253466757355,762.591470857229,737.543908595334,760.097223310347,360
"361",200,140,220,160,570.311501394844,530.669078969321,449.344395212029,508.030444203307,509.37243120077,426.728966777403,450.952027890285,475.558964612181,361
"362",220,140,240,160,600.86572865966,531.981483354989,566.441663330813,494.644732506443,534.054681991218,550.672054020648,624.933829927832,621.324913271809,362
"363",240,140,260,160,977.058364553629,869.782518836722,845.415222136777,741.472832578651,790.769122193341,766.763872169147,796.896812406499,786.767775521194,363
"364",260,140,280,160,408.232627735934,423.359379802112,436.814766253686,433.428264922568,466.392386129565,487.436229546231,504.035410155371,547.769789322005,364
"365",280,140,300,160,647.082943562901,653.063674867089,683.013683867022,734.497698707437,787.972992516727,681.174106073492,722.271773006304,824.296867711473,365
"366",300,140,320,160,721.35678622975,599.019090359744,383.36809357034,446.634446414643,432.318574159816,442.137497932565,415.22003682047,424.687157977441,366
"367",320,140,340,160,904.050543152982,572.58043457346,719.897442951237,725.390512058227,762.030188190021,770.592084452174,770.346927567316,805.716149254823,367
"368",340,140,360,160,416.838348095025,412.52274128972,429.009745074055,455.926486814811,414.869374500761,438.500783755014,485.287022763127,500.898941874986,368
"369",360,140,380,160,529.347398374894,442.464764650893,472.303581655415,461.97992438729,436.061011317155,426.54890009838,438.091285677153,420.296547732001,369
"370",380,140,400,160,923.295891869639,730.966953459725,832.307652803444,872.835004142656,861.086150151921,854.920347902585,874.398862363882,887.302658474361,370
"371",400,140,420,160,544.418801259464,512.595727711011,557.531565482087,542.301411645901,552.506900714103,519.076640416838,506.348669709966,496.822902277745,371
"372",420,140,440,160,762.650478615913,724.498718843381,655.480911728761,672.624095505991,604.953203342836,643.205565992677,698.847105561922,645.670859197103,372
"373",440,140,460,160,525.301071362891,435.895278643293,486.002467710438,524.833327040689,518.664014550911,407.528787766114,407.039784608583,377.175534168846,373
"374",460,140,480,160,903.376506633801,861.137952742405,695.228969121197,438.41471244993,448.013864871664,451.608543470225,437.635184385629,426.849938102339,374
"375",480,140,500,160,377.315741793356,412.550915572,384.996802326398,446.592613652871,505.921739351944,535.325795995407,568.738133622686,554.519449945789,375
"376",500,140,520,160,567.781510230885,433.042841532779,468.433806497661,512.109712832896,471.49811068265,471.173461039309,443.243348167313,458.531305055744,376
"377",520,140,540,160,397.630067288917,329.359180913441,387.338337023324,360.936337432843,411.579757336177,397.18195082752,401.036888117812,461.659292552722,377
"378",540,140,560,160,819.952300503399,768.467111439764,785.292093738615,722.532500295373,674.469701758114,717.065595763823,698.78234093939,664.247676976954,378
"379",560,140,580,160,620.381396680326,460.633429804318,582.516316457738,504.926391224922,499.797719386954,554.990647625803,539.467321396859,601.944882896932,379
"380",580,140,600,160,726.717260299745,501.678816282557,659.713312030509,679.009582327949,623.781030477492,629.336247922333,639.710163369721,641.032678283069,380
"381",600,140,620,160,836.534152429078,625.8774042034,511.436473922784,526.120167498116,521.68483543255,522.515978253978,565.626075823751,575.367664461199,381
"382",620,140,640,160,1113.93492614099,765.580783593173,805.790036862266,847.251420579001,747.398138393321,742.461509885725,756.857334815878,635.254281561221,382
"383",640,140,660,160,885.921947494766,1119.76968758667,1148.8744130212,1163.51494201824,1170.146985372,1115.67578460757,1155.04803422836,1139.84099653792,383
"384",660,140,680,160,591.324171733045,528.630969797378,589.331732729035,433.590880435762,436.439393745988,349.251658519578,396.796330416669,468.039499912744,384
"385",680,140,700,160,929.010990015097,912.086607422014,880.397145188808,888.672946155878,823.564625287686,852.519295252241,754.955421811289,824.382190714758,385
"386",700,140,720,160,582.480116670588,571.20103423995,535.274854688838,519.864393471078,523.899344630191,563.48990899228,634.339971314224,635.389756071436,386
"387",720,140,740,160,613.146869315926,626.133175561922,676.387048318756,697.547391603101,714.47420487662,738.637836757277,640.586512035899,727.711483049442,387
"388",740,140,760,160,548.870793434571,581.904611923034,574.653269356298,541.111785564173,539.463204819527,563.326479330783,617.824669898443,648.024414456625,388
"389",760,140,780,160,579.808049584111,561.349374696093,638.842980726204,649.421044686148,637.880795294001,659.49015600278,566.32793262941,574.650417877827,389
"390",780,140,800,160,415.830454407616,363.595571144624,392.558390331417,404.767519095162,417.436083532968,406.284726670428,417.949437887544,282.926272273395,390
"391",800,140,820,160,1045.79143896994,709.040132904848,710.835767504515,729.60203573325,751.844540885547,792.720980242113,811.85825705865,888.625485383091,391
"392",820,140,840,160,1386.65334500143,870.65419465167,956.660953608621,1021.11115343777,838.49903312596,597.339735583228,623.660960244369,703.043832112637,392
"393",840,140,860,160,674.180327734228,502.088228123319,579.888695986695,589.667139577374,585.34318576779,578.649788534206,585.351800442186,600.378924853635,393
"394",860,140,880,160,1780.45344803927,1363.49783632711,1173.38208704121,1177.78261050878,1468.74724327445,1551.05288011022,493.52782389281,564.785747283378,394
"395",880,140,900,160,1061.53413029337,828.807367682763,654.095591093859,750.141926164173,705.745360645765,675.285620172103,451.787489403376,567.7497266962,395
"396",900,140,920,160,826.58268125279,794.844130706375,856.207420677607,896.486708882343,952.997428764289,964.150166207972,870.914208663708,927.110661108102,396
"397",920,140,940,160,480.394701022172,522.08470858068,523.367478155072,465.826549085305,418.529598785997,361.215487169942,360.380994664566,347.888402549362,397
"398",940,140,960,160,716.839158787398,769.631374019206,802.032390533374,862.523404133777,928.973609039588,964.848925355351,1030.58087030683,1113.53979967722,398
"399",960,140,980,160,365.911611388744,346.300999466355,385.167494219593,406.427055610513,386.755275963202,361.546744558729,353.665333956698,403.058346142544,399
"400",980,140,1000,160,461.775955304202,477.989476645947,553.689149390806,458.116235685598,441.717397499798,460.483342422115,447.483852232839,484.488235281369,400
"401",0,160,20,180,458.390074122866,454.158926709562,444.026246225061,419.732212959951,457.997895995008,467.483603199649,442.491569899848,444.089416191737,401
"402",20,160,40,180,450.437429446419,524.345502342628,571.050371786021,469.927789781488,479.386508800675,463.259225825792,465.67748212158,433.349561523238,402
"403",40,160,60,180,421.61164755552,351.343135315609,450.181339165615,544.134090503558,576.371036775358,575.269164165064,583.808831108474,598.011941701303,403
"404",60,160,80,180,439.768917964181,309.826734574864,382.224450136588,444.438291589231,477.19019169578,484.991999434188,466.939086938972,479.39162870365,404
"405",80,160,100,180,484.641110948344,493.356999481599,548.579040193544,514.836159828991,577.628745327081,525.615629922917,467.032981934647,488.81363603784,405
"406",100,160,120,180,719.314529399967,655.473061775407,706.047630478642,713.328697141914,707.405932238843,658.617469993795,697.849376115712,549.853487620709,406
"407",120,160,140,180,419.249781947441,447.808667801,527.32776952967,584.505267066513,590.263641014202,638.602367488834,686.157509457887,754.649217210431,407
"408",140,160,160,180,714.818619819115,648.107355524763,671.354865871657,683.877774672555,665.395219619318,603.208998881704,636.825546914902,672.21790390416,408
"409",160,160,180,180,876.112794760086,773.509890544797,845.265131527843,855.74313335781,664.814247530916,685.717837586884,496.270087881794,414.506148381884,409
"410",180,160,200,180,572.54130854633,509.961357495073,539.941372905368,565.682998590642,631.610708683625,534.477361136368,508.220036308451,569.748780890585,410
"411",200,160,220,180,1166.96159719588,531.883768911462,590.376816500774,627.791965315335,635.899819149096,518.243747869231,544.619352822515,573.630544397888,411
"412",220,160,240,180,489.794600861006,499.89623993825,574.530971930341,607.059757239058,651.024829731265,559.785004645632,623.96003190594,676.823792354127,412
"413",240,160,260,180,596.252106449442,609.346659377118,592.671271840381,637.591035758753,674.740874532547,589.477092251184,594.983795098547,636.780876331325,413
"414",260,160,280,180,1151.57440225491,1203.15461663315,1034.03122135367,1023.75573688898,1014.60498775038,943.966220846078,957.297313196728,879.547346290766,414
"415",280,160,300,180,410.734713337929,416.69674825688,396.693382557528,389.78944057002,413.664642087455,314.897547325011,329.907837316114,363.872543373841,415
"416",300,160,320,180,669.925288363515,673.562509114089,711.279587243382,704.11488229457,720.191802419544,710.930350180725,716.790125497081,776.508445245812,416
"417",320,160,340,180,451.349520771864,472.051096636664,558.67413195028,581.294708978066,590.794965192928,535.231718531802,537.344828651027,627.328398282039,417
"418",340,160,360,180,542.620045281041,576.800317737658,588.5373700954,608.207912970144,555.747764925562,527.131984130961,532.867869181836,527.122380314977,418
"419",360,160,380,180,565.468411099424,551.354380731381,612.522367085629,617.68694152621,609.832058028298,599.657554907236,577.662220932692,599.756054659221,419
"420",380,160,400,180,705.111366492009,1476.70706257415,1443.75173085423,1568.74167887906,1625.76303856613,1536.87819012875,1443.09853387734,1513.71155419698,420
"421",400,160,420,180,431.294491306634,413.323916262309,423.312966382523,413.063794675247,308.351134319574,360.754020893626,345.157628961477,346.224458822274,421
"422",420,160,440,180,453.392968899868,486.921756754774,464.513006896142,507.388496900075,557.450117589234,596.801264732844,626.029412304144,621.043494236985,422
"423",440,160,460,180,464.559681837946,446.924183158685,477.61243796192,515.507732456266,543.255123409363,598.57795430447,541.696460964804,547.431606447964,423
"424",460,160,480,180,454.655712863296,397.795014647381,437.691295378278,473.805133771509,543.588624088405,480.518645925697,513.954915795192,523.399397916626,424
"425",480,160,500,180,2368.92821050325,1614.55863963073,1461.7600230715,692.005199712705,673.518234233829,613.264403496697,618.754091371112,558.423410843541,425
"426",500,160,520,180,474.450998756249,409.935201488213,362.119980758843,393.907749332561,414.759505326163,404.368177513615,412.279055898918,416.971414033747,426
"427",520,160,540,180,528.802254535025,531.844924819415,624.000863403981,655.492201625914,684.765057105516,676.205189063268,592.134946026254,600.168604308421,427
"428",540,160,560,180,455.434541362267,461.564635520117,454.917014355257,412.240015354014,432.214426116681,365.19837335712,392.133392526954,439.152408513064,428
"429",560,160,580,180,701.395227305586,676.437585145974,713.58881201367,694.459200943653,688.391877799002,715.920998353277,740.540512132518,610.578300973498,429
"430",580,160,600,180,459.221209714835,447.230907141805,527.593006554327,572.719006224116,639.058127235549,663.099203622842,700.139664484154,685.322006039383,430
"431",600,160,620,180,483.85920837088,526.734041697807,546.404601576297,569.124316174482,589.461490786865,440.231958645126,422.747857802741,441.899449621955,431
"432",620,160,640,180,589.533899912205,628.997325030582,677.380649114655,659.402361558111,631.141465737935,650.579447836141,700.523790909015,763.450001103679,432
"433",640,160,660,180,793.491515013069,835.5802457868,891.882352580693,966.225389334881,1033.32375898606,1038.96380902996,1012.0367243465,1061.57741944963,433
"434",660,160,680,180,550.395350059903,590.028433930712,603.61389350514,528.309719215121,554.261079089012,540.531256753714,552.193560643549,548.869011677279,434
"435",680,160,700,180,489.537235091336,525.402669014138,542.958637074252,525.15038095625,517.872672345242,511.934504121472,549.687359313361,610.830137224855,435
"436",700,160,720,180,500.322653433773,450.467610948079,428.420201221771,421.726327445954,465.797756255871,406.581520728068,416.782562007783,458.347340840356,436
"437",720,160,740,180,300.918113457588,317.479730942559,334.250528796003,355.494523260996,381.878785900649,397.222520616382,403.080772203939,329.245809275266,437
"438",740,160,760,180,789.425663749776,821.428658981267,872.185440626268,770.040111665278,767.497702066216,595.023247134917,539.55488747759,598.255045801342,438
"439",760,160,780,180,468.676346022827,524.590156462715,612.758809407355,625.262746047529,652.962715364836,657.778676790528,679.465099437793,669.630322987258,439
"440",780,160,800,180,636.822088419887,726.443947447493,748.327224516292,679.682848173985,686.923553947945,703.446268041538,717.725808211012,716.482623492391,440
"441",800,160,820,180,703.996234346628,459.496968128726,495.951874301292,525.656719222268,498.310825425739,520.631265871184,520.387480278557,432.434910110242,441
"442",820,160,840,180,677.788988339743,612.972564348302,583.476914511888,635.344566900534,556.393872401056,588.841807319257,563.392247064187,539.129830266253,442
"443",840,160,860,180,1030.02952106452,805.230221852408,866.581395732184,813.761159945698,869.261420313539,800.866894269187,810.556300709368,698.290310640152,443
"444",860,160,880,180,974.53589339084,777.442414907768,843.938375387428,646.313990532463,581.019158494236,611.893465152024,623.337872967552,600.030890879545,444
"445",880,160,900,180,660.841905822559,615.626116842781,734.446777940708,754.538592089977,783.964223814329,675.070354661164,581.652008381123,471.198036230095,445
"446",900,160,920,180,603.797861058183,433.242104371256,460.794998531662,525.53751898755,506.655177054455,543.018685239289,603.759248076181,580.632125276187,446
"447",920,160,940,180,433.971064749874,442.11177714068,509.167873667328,436.869881139872,440.248479951377,420.983288778326,308.568428384396,410.663536148302,447
"448",940,160,960,180,828.374430726927,516.976124932712,559.67135878494,567.684949724468,492.331745172734,398.722645209671,370.099351893967,376.939642707247,448
"449",960,160,980,180,472.649603109525,458.155353945645,531.094913137828,534.997467852839,502.285889738902,499.964648793708,437.678203915861,464.42985536422,449
"450",980,160,1000,180,788.016511735368,629.516360163909,735.075989845126,671.991588766693,680.747031142167,675.880865027611,671.629580094683,679.623853970938,450
"451",0,180,20,200,747.184586294725,717.652268459238,724.14706812421,723.665584815549,752.245607177476,773.710051034278,712.335846766859,757.545083085825,451
"452",20,180,40,200,514.458325964729,537.32289904205,522.925597992815,545.826848802577,493.333182347952,547.070626841302,479.052245956553,480.213182831373,452
"453",40,180,60,200,812.911297883871,809.10090024226,983.017502414064,710.118921044411,702.14296923924,684.696864001335,632.846926500873,649.837337578548,453
"454",60,180,80,200,341.576397932554,268.681688094798,449.571282023148,467.670648612159,504.637218291158,524.02455682522,446.443049538226,514.482363162417,454
"455",80,180,100,200,697.261635154389,713.799703626608,778.130097897139,685.729662140258,726.996351879865,689.72844799508,693.76281080397,724.688407185879,455
"456",100,180,120,200,424.788733864285,400.621412780883,404.244919126254,371.117272947653,374.121804184022,376.433936011779,411.229484605297,394.564580106382,456
"457",120,180,140,200,721.9926938661,668.352003808602,765.735210468906,748.713577778546,760.715875274639,661.257368271907,691.170345200382,684.369852067725,457
"458",140,180,160,200,419.226187217865,446.507999997261,483.260542461425,536.131371565582,559.999251120226,609.270807393171,631.888590511634,625.454705561074,458
"459",160,180,180,200,806.122671109051,666.598141139297,663.390307264846,671.925923896422,678.407132978514,593.072907305789,551.582603899345,557.00442240642,459
"460",180,180,200,200,708.094118243837,592.394164639353,542.285390363105,592.581372126718,586.406062865983,578.951861654054,600.518517741512,596.520428288399,460
"461",200,180,220,200,1022.64324924389,895.355813968392,1001.4333999774,1020.98884285261,1124.00592830874,967.858818956427,1074.0732475154,1105.94591570249,461
"462",220,180,240,200,518.676682593981,576.424391971466,565.316221669698,584.86826203103,578.089942632036,637.827586278704,666.70001072761,678.351694628523,462
"463",240,180,260,200,556.124067853586,586.753630999457,538.228641978507,625.699692957251,524.830852748146,554.275415107239,509.705097005828,501.486232021737,463
"464",260,180,280,200,468.566623450055,405.494754486639,447.615153459833,444.132109139924,455.736241134113,443.008876919812,439.853659393292,458.699801759843,464
"465",280,180,300,200,743.530299130276,606.338734086874,650.880972149162,722.790942278374,688.394144234687,694.63210263731,698.905105753341,723.076337081786,465
"466",300,180,320,200,527.190602503798,546.188622793935,587.807520584134,543.888820785979,556.20773717202,569.890346710898,608.145936382876,611.381586227942,466
"467",320,180,340,200,592.305954453485,633.475361170389,688.395686421742,679.309835922322,649.756289577246,625.861463940609,624.751844958736,666.702062996335,467
"468",340,180,360,200,348.387213982026,376.534031262748,435.93646070392,400.45148257811,399.670692746783,421.328260438973,446.744122253498,443.940320670174,468
"469",360,180,380,200,191.224693771421,206.85371063867,214.299794729363,205.13374582133,202.176246377349,218.402302985302,239.027985906048,227.212788014996,469
"470",380,180,400,200,857.603098705121,694.686342730193,774.65613422397,747.6987033915,738.753064698575,691.279441760329,631.34026195534,661.917620159093,470
"471",400,180,420,200,810.771461013224,567.088611971112,499.236944519556,510.026878003728,486.27605620215,454.231855696178,426.678514490769,433.658174173668,471
"472",420,180,440,200,666.479021596093,454.086029447814,530.301567866275,579.759482959242,595.815196916139,550.047494914301,561.174588701977,553.193290108567,472
"473",440,180,460,200,653.852409842373,615.806725204849,540.21205119209,623.973058220768,640.354340212405,669.815359402386,682.878578429157,602.739449025749,473
"474",460,180,480,200,577.595556491203,583.554103714721,523.388344662175,483.427646839954,468.728838616444,461.533688732114,375.799448521974,322.377922870855,474
"475",480,180,500,200,558.019041492375,608.182347921201,648.482087110283,591.863012818638,621.132553787716,651.061332231251,668.23987873649,680.618336357114,475
"476",500,180,520,200,648.813921505076,595.416072894762,699.891690837322,769.779510623562,729.287457306884,740.194996393014,696.813126601,544.433834799128,476
"477",520,180,540,200,579.707227337254,448.319607401544,490.149826750843,482.184338926855,506.368964866763,534.735836955542,604.632770034458,652.017723273665,477
"478",540,180,560,200,795.603577898933,748.501225120732,751.450154611171,791.69867867369,803.854997869011,844.496265484529,813.329859759437,843.210692295935,478
"479",560,180,580,200,520.035635501391,515.372937418552,453.141052387334,504.790066455369,431.239623981734,364.190603369456,357.683702390276,395.640532737241,479
"480",580,180,600,200,816.226198861406,552.800828885839,602.020708606356,446.484321733249,437.424406173799,348.749681302692,438.254341185113,518.84660456934,480
"481",600,180,620,200,411.563275889706,338.671370950461,395.145445650328,416.776882184658,433.64246141687,463.531551287082,472.601402488213,451.593836218847,481
"482",620,180,640,200,607.24612240341,591.188077193235,651.117265472881,622.110221185181,612.256835070649,653.024618727003,662.770340756004,556.571268418686,482
"483",640,180,660,200,600.151625342983,629.518520009949,585.10292168556,577.306580093175,574.767427790727,549.422385941553,506.915503373348,542.364169959417,483
"484",660,180,680,200,508.791243101785,519.185457273905,590.637884743291,532.693598025463,546.684252432556,553.590473991582,560.671040764396,539.323780836933,484
"485",680,180,700,200,928.166329806403,1028.94755169834,951.145932080837,992.867401332948,1009.20386996186,1039.51636465555,761.037544600263,803.550513479829,485
"486",700,180,720,200,628.333992123184,556.193849483092,589.096622480072,628.595955025791,655.086255184822,677.868370280502,694.928997908508,762.725151114377,486
"487",720,180,740,200,774.750846204085,708.072075383415,828.327836144711,849.786195288074,893.734547009602,837.442328846531,886.006802716257,613.458010727192,487
"488",740,180,760,200,734.312216905522,707.932531624264,689.139180516044,604.311721246286,665.97249795753,713.98149462269,782.829292714794,769.826079957908,488
"489",760,180,780,200,713.173424523873,643.019324506353,717.854845916776,739.201703525907,724.729655456757,757.386911195659,819.070854668635,868.735046365964,489
"490",780,180,800,200,687.853011751722,660.884230130768,693.002136072846,742.429568179565,636.419264315931,551.166106180225,577.804382526731,623.199152692428,490
"491",800,180,820,200,1420.45871607343,1204.63989339271,370.271232302239,436.120115082784,377.295830452162,502.163727514067,558.499716757482,618.471244747518,491
